scientificName,redlistCategory
Ternstroemia polyandra,Vulnerable
Hieronyma boliviana,Data Deficient
Phyllanthus bolivianus,Endangered
Piper bolivianum,Vulnerable
Piper peltilimbum,Vulnerable
Piper percostatum,Near Threatened
Piper psilophyllum,Vulnerable
Piper semimetrale,Endangered
Triplaris efistulifera,Endangered
Geissanthus multiflorus,Data Deficient
Geissanthus pentlandii,Data Deficient
Polylepis pacensis,Endangered
Cinchona anderssonii,Endangered
Cinchona asperifolia,Endangered
Coussarea boliviensis,Vulnerable
Coussarea mexiae,Data Deficient
Isertia reticulata,Least Concern
Macrocnemum tortuosum,Vulnerable
Psychotria cochabambana,Endangered
Simira fragrans,Endangered
Zanthoxylum aculeatissimum,Data Deficient
Zanthoxylum nebuletorum,Vulnerable
Meliosma minutipetala,Data Deficient
Meliosma petalodentata,Near Threatened
Banara boliviana,Endangered
Xylosma boliviana,Data Deficient
Capsicum caballeroi,Vulnerable
Solanum chalmersii,Endangered
Solanum mapiricum,Endangered
Solanum saturatum,Near Threatened
Solanum superbum,Vulnerable
Solanum whalenii,Near Threatened
Symplocos neei,Vulnerable
Symplocos hiemalis,Endangered
Symplocos debilis,Vulnerable
Daphnopsis boliviana,Endangered
Ovidia sericea,Least Concern
Cecropia annulata,Endangered
Cecropia elongata,Vulnerable
Coussapoa david-smithii,Endangered
Urera filiformis,Data Deficient
Recordia boliviana,Vulnerable
Vochysia caesia,Data Deficient
Cymbopetalum hintonii,Endangered
Cymbopetalum gracile,Endangered
Cymbopetalum mirabile,Data Deficient
Cymbopetalum baillonii,Least Concern
Cymbopetalum physaloides,Data Deficient
Cymbopetalum alkekengi,Vulnerable
Cymbopetalum mayanum,Least Concern
Cymbopetalum coriaceum,Least Concern
Cymbopetalum sanchezii,Endangered
Cymbopetalum aequale,Least Concern
Cymbopetalum torulosum,Least Concern
Cymbopetalum parviflorum,Critically Endangered
Cymbopetalum fosteri,Data Deficient
Cymbopetalum abacophyllum,Near Threatened
Cymbopetalum schunkei,Endangered
Cymbopetalum tessmannii,Endangered
Cymbopetalum penduliflorum,Least Concern
Cymbopetalum steyermarkii,Endangered
Cymbopetalum rugulosum,Least Concern
Cymbopetalum stenophyllum,Least Concern
Campnosperma brevipetiolatum,Least Concern
Dracaena americana,Least Concern
Ficus copiosa,Least Concern
Tabernaemontana aurantiaca,Least Concern
Tarenna sambucina,Least Concern
Vitex cofassus,Least Concern
Gironniera celtidifolia,Least Concern
Cypholophus decipiens,Least Concern
Glochidion ramiflorum,Least Concern
Cerbera floribunda,Least Concern
Cordyline fruticosa,Least Concern
Hovenia acerba,Least Concern
Rhus punjabensis,Least Concern
Grewia asiatica,Least Concern
Citrus maxima,Least Concern
Zanthoxylum ovalifolium,Least Concern
Dalrympelea pomifera,Least Concern
Berberis aristata,Least Concern
Excoecaria acerifolia,Least Concern
Spiraea canescens,Least Concern
Roupala casota,Least Concern
Aganope stuhlmannii,Least Concern
Ficus sagittifolia,Least Concern
Memecylon afzelii,Least Concern
Cordia senegalensis,Least Concern
Mitragyna stipulosa,Near Threatened
Lindackeria dentata,Least Concern
Keetia multiflora,Least Concern
Premna hispida,Least Concern
Gaertnera paniculata,Least Concern
Combretum platypterum,Least Concern
Voacanga bracteata,Least Concern
Euphorbia drupifera,Least Concern
Oxyanthus racemosus,Least Concern
Pancovia bijuga,Least Concern
Vangueriella nigerica,Least Concern
Myrianthus serratus,Least Concern
Polysphaeria arbuscula,Least Concern
Drypetes leonensis,Least Concern
Hildegardia barteri,Least Concern
Lannea nigritana,Least Concern
Pauridiantha hirtella,Least Concern
Leptonychia pubescens,Least Concern
Oxyanthus subpunctatus,Least Concern
Sorindeia grandifolia,Least Concern
Barteria fistulosa,Least Concern
Panopsis magnifructa,Critically Endangered
Oxandra guianensis,Data Deficient
Oxandra maya,Vulnerable
Oxandra venezuelana,Least Concern
Oxandra leucodermis,Least Concern
Oxandra longipetala,Least Concern
Oxandra macrophylla,Endangered
Oxandra panamensis,Least Concern
Oxandra saxicola,Near Threatened
Oxandra laurifolia,Least Concern
Oxandra krukoffii,Least Concern
Oxandra espintana,Least Concern
Oxandra bolivarensis,Data Deficient
Oxandra asbeckii,Least Concern
Oxandra aberrans,Data Deficient
Oxandra surinamensis,Endangered
Oxandra sphaerocarpa,Vulnerable
Vachellia antunesii,Vulnerable
Senegalia chariessa,Least Concern
Senegalia eriocarpa,Least Concern
Vachellia exuvialis,Least Concern
Vachellia natalitia,Least Concern
Vachellia quintanilhae,Least Concern
Senegalia welwitschii,Least Concern
Dracaena arborea,Least Concern
Vachellia xanthophloea,Least Concern
Tricalysia capensis,Least Concern
Combretum apiculatum,Least Concern
Afzelia parviflora,Least Concern
Ochna arborea,Least Concern
Pavetta capensis,Least Concern
Searsia rehmanniana,Least Concern
Cassine peragua,Least Concern
Combretum hereroense,Least Concern
Cussonia paniculata,Least Concern
Psydrax obovata,Least Concern
Virgilia oroboides,Least Concern
Searsia pyroides,Least Concern
Cassine transvaalensis,Least Concern
Grewia occidentalis,Least Concern
Acalypha glabrata,Least Concern
Psychotria capensis,Least Concern
Mosannona pachiteae,Vulnerable
Mosannona raimondii,Least Concern
Mosannona pacifica,Endangered
Mosannona papillosa,Least Concern
Mosannona parva,Least Concern
Mosannona vasquezii,Critically Endangered
Mosannona maculata,Vulnerable
Mosannona hypoglauca,Least Concern
Mosannona guatemalensis,Data Deficient
Mosannona garwoodiae,Least Concern
Mosannona discolor,Least Concern
Mosannona costaricensis,Vulnerable
Mosannona xanthochlora,Near Threatened
Inga coragypsea,Endangered
Inga goniocalyx,Data Deficient
Inga hayesii,Least Concern
Inga macarenensis,Near Threatened
Inga mucuna,Least Concern
Inga pauciflora,Least Concern
Inga saffordiana,Least Concern
Rothmannia fischeri,Least Concern
Diospyros kirkii,Least Concern
Diospyros squarrosa,Least Concern
Ekebergia benguelensis,Least Concern
Maerua juncea,Least Concern
Diospyros zombensis,Least Concern
Pseudolachnostylis maprouneifolia,Least Concern
Premna senensis,Least Concern
Garcinia kingaensis,Least Concern
Vangueria randii,Least Concern
Tricalysia pallens,Least Concern
Psychotria djumaensis,Least Concern
Vitex payos,Least Concern
Uapaca nitida,Least Concern
Garcinia smeathmanii,Least Concern
Landolphia parvifolia,Least Concern
Craterosiphon quarrei,Least Concern
Vitex mombassae,Least Concern
Diospyros lycioides,Least Concern
Vitex buchananii,Least Concern
Strophanthus welwitschii,Least Concern
Combretum celastroides,Least Concern
Tecoma nyassae,Least Concern
Rothmannia engleriana,Least Concern
Acalypha chirindica,Least Concern
Mimusops andongensis,Least Concern
Omphalocarpum procerum,Least Concern
Omphalocarpum pachysteloides,Least Concern
Omphalocarpum elatum,Least Concern
Tridesmostemon omphalocarpoides,Least Concern
Synsepalum stipulatum,Least Concern
Aubregrinia taiensis,Critically Endangered
Talbotiella gentii,Critically Endangered
Elaeocarpus blascoi,Critically Endangered
Pradosia argentea,Critically Endangered
Euphorbia vajravelui,Endangered
Clinostigma samoense,Endangered
Croton rosarianus,Critically Endangered
Burckella obovata,Least Concern
Synsepalum dulcificum,Least Concern
Chrysochlamys eclipes,Least Concern
Clusia burle-marxii,Least Concern
Clusia candelabrum,Least Concern
Clusia fluminensis,Least Concern
Clusia grandiflora,Least Concern
Clusia lanceolata,Least Concern
Clusia leprantha,Least Concern
Clusia obovata,Least Concern
Clusia penduliflora,Least Concern
Clusia schomburgkiana,Least Concern
Clusia weddelliana,Least Concern
Clusia loretensis,Least Concern
Clusia nemorosa,Least Concern
Clusia columnaris,Least Concern
Clusia obdeltifolia,Least Concern
Clusia renggerioides,Least Concern
Clusia panapanari,Least Concern
Clusia octandra,Least Concern
Clusia hilariana,Least Concern
Clusia flavida,Least Concern
Garcinia brasiliensis,Least Concern
Clusia sellowiana,Least Concern
Clusia paralicola,Least Concern
Clusia insignis,Least Concern
Clusia amazonica,Least Concern
Garcinia gardneriana,Least Concern
Clusia melchiorii,Least Concern
Garcinia macrophylla,Least Concern
Clusia microstemon,Least Concern
Nyssa talamancana,Vulnerable
Dalbergia palo-escrito,Endangered
Dalbergia rhachiflexa,Endangered
Dalbergia modesta,Data Deficient
Alsophila calcicola,Data Deficient
Alsophila excelsior,Data Deficient
Alsophila indiscriminata,Data Deficient
Alsophila johnsii,Data Deficient
Alsophila nebulosa,Data Deficient
Alsophila novabritannica,Data Deficient
Alsophila parrisiae,Data Deficient
Alsophila telefominensis,Data Deficient
Sphaeropteris kessleri,Data Deficient
Alsophila nothofagorum,Least Concern
Alsophila rosenstockii,Data Deficient
Ilex buergeri,Least Concern
Ficus subpisocarpa,Least Concern
Elaeagnus viridis,Least Concern
Meliosma flexuosa,Least Concern
Salix sericocarpa,Least Concern
Viburnum fordiae,Least Concern
Rhamnus rosthornii,Least Concern
Rhamnella rubrinervis,Least Concern
Hydrangea aspera,Least Concern
Ilex sugerokii,Least Concern
Alniphyllum fortunei,Least Concern
Ilex fragilis,Least Concern
Celtis bungeana,Least Concern
Exbucklandia tonkinensis,Least Concern
Styrax odoratissimus,Least Concern
Bauhinia brachycarpa,Least Concern
Ficus subulata,Least Concern
Viburnum luzonicum,Least Concern
Ficus tsiangii,Least Concern
Ilex bioritsensis,Least Concern
Rhamnus leptophylla,Least Concern
Dendrocnide stimulans,Least Concern
Ilex rotunda,Least Concern
Elaeagnus oldhamii,Least Concern
Ilex dipyrena,Least Concern
Pteroceltis tatarinowii,Least Concern
Embelia sessiliflora,Least Concern
Ilex micrococca,Least Concern
Diospyros dumetorum,Least Concern
Ilex suaveolens,Least Concern
Symplocos glomerata,Least Concern
Trema tomentosum,Least Concern
Illicium simonsii,Least Concern
Ilex ficoidea,Least Concern
Distylium racemosum,Least Concern
Ficus tikoua,Least Concern
Ficus variegata,Least Concern
Sarcosperma laurinum,Least Concern
Symplocos pseudobarberina,Least Concern
Pterostyrax corymbosus,Least Concern
Antidesma ghaesembilla,Least Concern
Quercus rehderiana,Least Concern
Syzygium claviflorum,Least Concern
Viburnum henryi,Least Concern
Syzygium grijsii,Least Concern
Grewia retusifolia,Least Concern
Schoepfia jasminodora,Least Concern
Sloanea leptocarpa,Least Concern
Baccaurea ramiflora,Least Concern
Ficus ischnopoda,Least Concern
Salix schwerinii,Least Concern
Rhododendron sinogrande,Least Concern
Castanopsis jucunda,Least Concern
Lithocarpus variolosus,Least Concern
Gironniera subaequalis,Least Concern
Sinoadina racemosa,Least Concern
Rhododendron vernicosum,Least Concern
Schoepfia chinensis,Least Concern
Buddleja asiatica,Least Concern
Commersonia bartramia,Least Concern
Discocleidion rufescens,Least Concern
Elaeocarpus chinensis,Least Concern
Archidendron lucidum,Least Concern
Ardisia sieboldii,Least Concern
Eurya handel-mazzettii,Least Concern
Celtis koraiensis,Least Concern
Hemiptelea davidii,Least Concern
Brucea javanica,Least Concern
Sorbus vilmorinii,Least Concern
Diospyros morrisiana,Least Concern
Cornus walteri,Least Concern
Lithocarpus fenestratus,Least Concern
Castanopsis tibetana,Least Concern
Trevesia palmata,Least Concern
Ilex goshiensis,Least Concern
Hydrangea paniculata,Least Concern
Casearia velutina,Least Concern
Stachyurus himalaicus,Least Concern
Celtis sinensis,Least Concern
Boehmeria pilosiuscula,Least Concern
Viburnum oliganthum,Least Concern
Ficus variolosa,Least Concern
Ficus langkokensis,Least Concern
Symplocos adenopus,Least Concern
Ficus fulva,Least Concern
Symplocos groffii,Least Concern
Viburnum odoratissimum,Least Concern
Daphniphyllum calycinum,Least Concern
Ilex chapaensis,Least Concern
Illicium micranthum,Least Concern
Ficus vasculosa,Least Concern
Lithocarpus calophyllus,Least Concern
Heptapleurum delavayi,Least Concern
Castanopsis orthacantha,Least Concern
Ficus subincisa,Least Concern
Bridelia tomentosa,Least Concern
Pittosporum brevicalyx,Least Concern
Rhamnus lamprophylla,Least Concern
Ulmus parvifolia,Least Concern
Castanopsis hupehensis,Least Concern
Catalpa ovata,Least Concern
Clethra kaipoensis,Least Concern
Microdesmis caseariifolia,Least Concern
Leea indica,Least Concern
Orixa japonica,Least Concern
Eurya cavinervis,Least Concern
Ficus erecta,Least Concern
Styrax dasyanthus,Least Concern
Phoebe lanceolata,Least Concern
Itea yunnanensis,Least Concern
Euonymus acanthocarpus,Least Concern
Croton tiglium,Least Concern
Malus delavayi,Least Concern
Erythroxylum sinense,Least Concern
Euonymus carnosus,Least Concern
Zanthoxylum stenophyllum,Least Concern
Sorbus koehneana,Least Concern
Sorbus hemsleyi,Least Concern
Harrisonia perforata,Least Concern
Eurya distichophylla,Least Concern
Sorbus keissleri,Least Concern
Tabernaemontana pandacaqui,Least Concern
Polygala fallax,Least Concern
Ormosia fordiana,Least Concern
Metapanax delavayi,Least Concern
Euonymus maackii,Least Concern
Eurya trichocarpa,Least Concern
Salix tetrasperma,Least Concern
Ziziphus oenopolia,Least Concern
Chimonanthus praecox,Least Concern
Rhamnus tangutica,Least Concern
Ficus concinna,Least Concern
Scolopia oldhamii,Least Concern
Ficus microcarpa,Least Concern
Rhodomyrtus tomentosa,Least Concern
Pyrus pyrifolia,Least Concern
Quercus aquifolioides,Least Concern
Hovenia dulcis,Least Concern
Debregeasia squamata,Least Concern
Celtis timorensis,Least Concern
Atalantia buxifolia,Least Concern
Machilus grijsii,Least Concern
Daphniphyllum paxianum,Least Concern
Baeckea frutescens,Least Concern
Tabernaemontana bovina,Least Concern
Croton cascarilloides,Least Concern
Garcinia oblongifolia,Least Concern
Lithocarpus brevicaudatus,Least Concern
Ficus glaberrima,Least Concern
Lindera reflexa,Least Concern
Tripterygium wilfordii,Least Concern
Glycosmis parviflora,Least Concern
Macropanax rosthornii,Least Concern
Machilus velutinus,Least Concern
Machilus robusta,Least Concern
Machilus pauhoi,Least Concern
Lindera angustifolia,Least Concern
Parameria laevigata,Least Concern
Rhus potaninii,Least Concern
Cornus controversa,Least Concern
Ormosia semicastrata,Least Concern
Cinnamomum bejolghota,Least Concern
Antidesma bunius,Least Concern
Lithocarpus dealbatus,Least Concern
Castanopsis echinocarpa,Least Concern
Ficus pyriformis,Least Concern
Lithocarpus glaber,Least Concern
Lithocarpus harlandii,Least Concern
Diplospora fruticosa,Least Concern
Albizia odoratissima,Least Concern
Koelreuteria paniculata,Least Concern
Tetrapanax papyrifer,Least Concern
Mallotus paniculatus,Least Concern
Macaranga indica,Least Concern
Clethra barbinervis,Least Concern
Phoebe formosana,Least Concern
Castanopsis argyrophylla,Least Concern
Rhamnus napalensis,Least Concern
Casearia glomerata,Least Concern
Quercus monimotricha,Least Concern
Ligustrum lucidum,Least Concern
Adina pilulifera,Least Concern
Tarenna attenuata,Least Concern
Harpullia cupanioides,Least Concern
Lindera communis,Least Concern
Quercus dolicholepis,Least Concern
Maesa montana,Least Concern
Elaeagnus henryi,Least Concern
Ardisia quinquegona,Least Concern
Lithocarpus hancei,Least Concern
Elaeagnus lanceolata,Least Concern
Phoenix loureiroi,Least Concern
Symplocos wikstroemiifolia,Least Concern
Daphniphyllum macropodum,Least Concern
Distylium myricoides,Least Concern
Meliosma squamulata,Least Concern
Castanopsis lamontii,Least Concern
Myrsine semiserrata,Least Concern
Ligustrum lianum,Least Concern
Sorbus corymbifera,Least Concern
Ilex viridis,Least Concern
Quercus engleriana,Least Concern
Toxicodendron sylvestre,Least Concern
Oreocnide rubescens,Least Concern
Broussonetia papyrifera,Least Concern
Senegalia pennata,Least Concern
Cinnamomum bodinieri,Least Concern
Illicium majus,Least Concern
Rhododendron beesianum,Least Concern
Celtis biondii,Least Concern
Ulmus laciniata,Least Concern
Microcos paniculata,Least Concern
Euonymus vagans,Least Concern
Symplocos heishanensis,Least Concern
Ehretia longiflora,Least Concern
Lindera supracostata,Least Concern
Metapanax davidii,Least Concern
Elaeagnus bockii,Least Concern
Embelia vestita,Least Concern
Meliosma yunnanensis,Least Concern
Ligustrum leucanthum,Least Concern
Ilex chinensis,Least Concern
Eurya alata,Least Concern
Heptapleurum leucanthum,Least Concern
Breynia retusa,Least Concern
Viburnum brachybotryum,Least Concern
Turraea pubescens,Least Concern
Suregada glomerulata,Least Concern
Taxotrophis ilicifolia,Least Concern
Ficus virens,Least Concern
Euonymus myrianthus,Least Concern
Microtropis fokienensis,Least Concern
Vernicia fordii,Least Concern
Vernonia esculenta,Least Concern
Pieris japonica,Least Concern
Photinia glomerata,Least Concern
Bridelia balansae,Least Concern
Bischofia polycarpa,Least Concern
Saurauia napaulensis,Least Concern
Sloanea hemsleyana,Least Concern
Sloanea dasycarpa,Least Concern
Pavetta hongkongensis,Least Concern
Ilex pernyi,Least Concern
Heynea trijuga,Least Concern
Gymnosporia diversifolia,Least Concern
Debregeasia longifolia,Least Concern
